uuid,Label,Statement,Premise
50d119f6-a657-4619-918e-7617ac57f052,1,La cohorte 1 de l'essai principal a signalé un cas de LMA.,"Événements indésirables 1: Total: 4/26 (15,38%) COAGULATION INTRAVASCULAIRE DÉSESSIMÉ 1/26 (3,85%) Insuffisance cardiaque Congestative 1/26 (3,85%) Cellulite mammaire 1/26 (3,85%) Cellulite 1/26 (3,85%)Leucémie myéloïde aiguë 1/26 (3,85%) saisie 0/26 (0,00%) Embolie pulmonaire 1/26 (3,85%) Événements indésirables 2: Total: 2/24 (8,33%) Disséminé la coagulation intravasculaire 0/24 (0,00%)Insuffisance cardiaque congestive 0/24 (0,00%) Cellulite mammaire 0/24 (0,00%) Cellulite 1/24 (4,17%) Leucémie myéloïde aiguë 0/24 (0,00%) Séizure 1/24 (4,17%) Embolique pulmonaire 0/24(0,00%)"
9a346aac-46c2-4a50-8f3a-309b3b7bc295,0,"Ni l'essai primaire ni l'essai secondaire n'utilisent l'oxyde de magnésium à faible dose, les biopsies ou le mométasone dans leur intervention.",Intervention 1: Groupe de soutien en ligne du groupe modéré de 12 semaines dirigé par un fournisseur de soins de santé professionnel Intervention 2: Support en ligne non facilité (LED par les pairs) dans un format-intervention LED par le LED 1: Biopsie des nœuds lymphatiques sentinelles avec diagnostic de BLY Bleu en méthylène radiomarqué en utilisant 1MCI de 125 I Dye bleu de méthylène pour trouver des ganglions lymphatiques sentinelles
0af6799b-655f-4b8b-a192-ce8dcbb2fcff,1,"Seules les femmes noires sont éligibles à l'essai primaire, tant qu'elles n'ont pas de métastases cérébrales incontrôlées ou symptomatiques.","Critères d'inclusion: les femmes africaines ou afro-américaines noires auto-identifiées de 18 ans avec un diagnostic éprouvé de l'adénocarcinome avancé du sein (locorégionnellement récurrent ou de maladie métastatique) ER Positive et / ou PGR Positive Tumor à base de résultats de laboratoire locaux Her2 négatif cancer du sein à base de cancer du sein négatif à base de cancer du sein négatif à base de cancer du sein négatif baséSur les résultats de laboratoire locaux (test à utiliser conformément à la pratique locale) Les patients doivent être des candidats appropriés pour le létrozole ou la thérapie fulvestrant Group coopératif d'oncologie (ECOG) Statut de performance 0 2 Fonction de moelle osseuse adéquate: Nombre de neutrophiles absolus (ANC) 1 000 / mm3(1,0 x 109 / L) Plaquettes 100 000 / mm3 (100 x 109 / l) Hémoglobine 9 g / dl (90 g / L).Critères d'exclusion: Utilisation actuelle d'aliments ou de médicaments connus pour être de puissants inhibiteurs ou inducteurs de métastases cérébrales active non contrôlées ou symptomatiques active.Selon le jugement du jugement, les métastases cérébrales du jugement du jugement de l'enquêteur sont-elles précédemment autorisées.Inhibiteur précédent de CDK4 / 6"
fcc6708a-b0fc-4215-a45f-02b1e0e2d30a,1,Les patients atteints d'hémophilie sont exclus de l'essai principal.,"Critères d'inclusion: les patientes atteintes d'un cancer du sein confirmé par cytologiquement avec une biopsie montrant un diamètre invasif ou non invasive (DCIS) d'au moins 1,0 cm de plus grand diamètre sur l'imagerie des patients chirurgicaux subissant une lumpectomie sous-totale ou une mastectomie totale 18 ans ou plusTester les antécédents médicaux de stérilisation chirurgicale ou 1 an après la ménopause doit être disposé à renoncer à la chirurgie pendant un minimum de 5 jours de capacité et de volonté de signer un consentement écrit si hypertensif sur une dose stable de médicament au moins 30 jours si diabétique est bien contrôlée (HbA1c 8.5 dans les 60 derniers 60jours ou FPG documenté 140 mg / dL pour 3 jours consécutifs Statut ECOG 2 ou Karnofsky de 60% ou plus de critères d'exclusion: Maligne antérieure ou actuelle à l'exclusion du cancer de la peau non mélanomique Preuve de maladie métastatique distante antécédents de chimiothérapie biologique ou radiothérapie avec 6 mois de biopsieUtilisation de suppléments à base de plantes ou de médicaments alternatifs non approuvés by La FDA dans la semaine suivant le début du médicament d'étude.Les produits de ginseng liés ou apparentés et les produits combinés contenant du ginseng doivent être interrompus dans les 6 semaines suivant le début de l'historique des médicaments d'étude des réactions allergiques attribuées à des composés de composition chimique ou biologique similaire à des antécédents de processus inflammatoire chronique, y compris mais sans s'y limiter, la polyarthrite rhumatoïde et le lupus.Cela comprend les patients sous stéroïdes systémiques simultanés ou médicaments anti-inflammatoires saignements actifs ou une maladie pathologique qui comporte un risque élevé de saignement de dysfonctionnement de la déglutition, une maladie intercurrente incurrente non contrôlée le diabète (témoin indiqué avec HbA1c 8.5 au cours des 60 derniers jours ou de la glycerie sanguine à jeûne documentée 140 mg/ DL pendant trois jours consécutifs) Les diabétiques connus qui ont connu des épisodes d'hypoglycémie symptomatique au cours des 6 derniers mois sont également considérés comme mal contrôlés et seront exclus de la participation de l'étude.Hypertension non contrôlée (SBP 140 mmHg ou DBP 90 mmHg) enceintes ou allaitez les femmes qui se nourrissent des femmes doivent être disposées à utiliser le contraceptif tout au long de l'étude.Médicaments d'enquête actuels ou traitements avec un agent d'enquête dans les 6 semaines précédant la biopsie Coumadin Thérapie actuelle ou qui ont été traités avec Coumadin dans les 2 semaines précédant la biopsie"
af710d36-8062-4412-8d11-1c57a14b5e5a,0,L'essai principal a eu trois fois le taux d'occasion de la fistule entérovésical comme essai secondaire.,"Événements indésirables 1: Total: 13/74 (17,57%) Neutropénie 1/74 (1,35%) Dysfonction ventriculaire gauche 1/74 (1,35%) Fistule Entérovesical 1/74 (1,35%) Constipation et hypokaliémie 1/74 (1,35%)nausées vomissements et brûlures douleurs abdominales 2/74 (2,70%) Infection 1/74 (1,35%) Neutropénie fébrile 3/74 (4,05%) Affèse de la parole 1/74 (1,35%) Dyspnée de la dyspnée 1/74 (1,35%) Hémorragie / hémorragie / hémorragieSaignement 2/74 (2,70%) Événements indésirables 1: Total: 11/50 (22,00%) Anémie 3/50 (6,00%) Neutropénie fébrile 1/50 (2,00%) Arrythmia 1/50 (2,00%) Ileus 1/50(2,00%) Nausées 1/50 (2,00%) Douleur abdominale 1/50 (2,00%) Vomissements 1/50 (2,00%) Infection bronchique 1/50 (2,00%) Sepsis 1/50 (2,00%) Neutropénie 2/50(4,00%) Le nombre de plaquettes a diminué 1/50 (2,00%) déshydratation 1/50 (2,00%) Arthralgia 1/50 (2,00%)"
a5272c37-0e32-42db-a44a-d17df7bd70ff,1,Aucun événement indésirable lié à la douleur n'a été observé dans l'essai primaire.,"Événements indésirables 1: Total: 3/25 (12,00%) Anémie 0/25 (0,00%) Tachycardie sinusale 0/25 (0,00%) Effusion péricardique 1/25 (4,00%) Troubles gastro-intestinaux Autres Spécifiez la stomatite) 0/25 (0,00%) Vomissements 1/25 (4,00%) Fièvre 0/25 (0,00%) Réaction du site d'injection 1/25 (4,00%) Infection liée au cathéter 0/25 (0,00%) Temps de thromboplastine partielle activée Prolongé 0/25 (0,00%)Événements indésirables 2: Total: 2/23 (8,70%) Anémie 1/23 (4,35%) Tachycardie sinusale 1/23 (4,35%) Effusion péricardique 0/23 (0,00%) Troubles gastro-intestinaux Autres Spécifiez la stomatite) 1/23 (4,35)%) Vomissements 0/23 (0,00%) Fièvre 1/23 (4,35%) Réaction du site d'injection 1/23 (4,35%) Infection liée au cathéter 1/23 (4,35%) Temps de thromboplastine partielle activé 1/23 (4,35%)"
ddffa26d-2581-477a-955c-ebf0c2ab0f97,0,"L'irradiation accélérée du sein partielle est utilisée sous une forme ou une autre pour les deux cohortes de l'essai secondaire, mais pas du tout dans l'essai primaire.",Intervention 1: Biopsie des ganglions lymphatiques sentinelles avec diagnostic de bras bleu méthylène radiomarqué en utilisant 1 MCI de colorant bleu méthylène 125 I pour trouver des nœuds lymphatiques sentinelles 1: irradiation du sein entier (WBI) Irradiation du sein entier conventionnel (WBI) Irradiation du sein entier (WBI):Irradiation du sein entier conventionnel (WBI) Intervention 2: Irradiation du sein partielle (APBI) Irradiation du sein partielle accélérée (APBI) Irradiation partielle accélérée (APBI): Irradiation mammaire partielle accélérée (APBI) en utilisant une radiothérapie modulée en intensité (IMRT)
45e6b4b6-ca31-4318-936e-5b27cbca47a2,1,"Un patient de l'essai primaire a subi une diminution de 2,87 cm3 du volume tumoral fonctionnel de l'IRM (FTV) sur 3 mois.","Mesure des résultats: modification moyenne totale de tumeurs fonctionnelles de l'IRM (FTV) de la ligne de base au mois 3 (V3) Changement total de FTV total moyen de la ligne de base au mois 3 (V3): pour les patients avec plus d'une lésion mesurable sur l'IRM la somme sur tousLes lésions mesurables sur l'IRM ont été calculées à chaque instant.Le V3 a été calculé en soustrayant le FTV IRM total mesuré (c'est-à-dire la somme sur toutes les lésions présentes avec des mesures FTV IRM) à 3 mois à partir de l'IRM totale mesurée au départ.Pour V3, le changement brut du volume sera calculé pour chaque patient et un intervalle de confiance moyen et 95% sera construit en utilisant des tests t à deux côtés.Camais: Jusqu'à 3 mois à compter du début du traitement Résultats 1: Titre du bras / groupe: Letrozole + IRM ARM / Groupe Description: La thérapie de protocole comprendra 6 mois de létrozole administrés par voie orale à une dose de 2,5 mg / jour.Les patients auront une IRM bilatérale pour l'évaluation de la maladie aux mois 3 et 6. Nombre global de participants analysés: 68 Unité moyenne (intervalle de confiance à 95%): centimètres cubes 1,93 (2,87 à 0,98)"
a153ecbf-11ac-4c40-a3af-9dbb0e12c49b,1,Il n'y a pas de chevauchement dans les traitements utilisés dans l'essai primaire et l'essai secondaire.,Intervention 1: Maestro Baseline Intervention 1: Expansion des tissus aéroformes Inflation d'expansion des tissus aéroforme avec dioxyde de carbone par expansion de tissu aéroforme télécommandé: l'expanseur de tissu contrôlé par le patient aéroforme est un expander de tissu mammaire implanté après la mastectomie et activé par la télécommande pour libérer des doses de carbone de carbond'un réservoir interne pour remplir et gonfler l'expanseur.Intervention 2: Expansion des tissus salins Expansion des tissus salins gonflée par des injections d'aiguille d'expansion du tissu salin salin: Un expanseur de tissu salin est un expanseur de tissu mammaire qui est implanté après la mastectomie et gonflé au fil du temps en utilisant des injections d'aiguille pour remplir et gonfler l'expansion avec une solution saline.
6e7df2e4-11b3-4183-aefc-760f85809515,0,"L'essai principal et l'essai secondaire administrent Zometa à leurs patients par IV, bien qu'à différentes doses.","Intervention 1: Traitement (Medi4736 Tremelimumab) Les patients reçoivent un anticorps monoclonal anti B7H1 Medi4736 IV sur 1 heure et le tremelimumab IV sur 1 heure le jour 1. Le traitement se répète tous les 28 jours pendant 4 cours en l'absence de progression de la maladie ou de toxicité inacceptable.Quatre semaines après la dernière dose combinée, les patients continuent de recevoir des anticorps monoclonaux anti B7H1 Medi4736 toutes les 2 semaines pour jusqu'à 18 doses supplémentaires en l'absence de progression de la maladie ou de toxicité inacceptable.Les patients atteints de PD ou de prestations cliniques (Cr PR ou SD) peuvent être reculées avec un anticorps monoclonal anti B7H1 Medi4736 pendant 52 semaines supplémentaires.Anticorps monoclonal anti B7H1 MEDI4736: Études de biomarqueurs de laboratoire IV: Études corrélatives Étude pharmacologique: Études corrélatives Tremelimumab: Étant donné l'Ivintervention 1: Acide zoledronique 5 mg IV Zometa (acide zoledronique) 5 mg IV étant donné pendant 15 minutes en un temps dose.Suivi au mois 1 et tous les 2 mois au mois 12 pour les marqueurs sériques et urinaires de la destruction osseuse (NTX & CTX)."
fe1782aa-a871-4608-a7cb-8f83b7f76d8a,0,La gemcitabine n'est pas utilisée dans l'essai primaire et utilisée uniquement dans la cohorte 2 de l'essai secondaire.,Intervention 1: cyclophosphamide expérimental: chimiothérapie Hydrochlorhydrome de la doxorubicine: chimiothérapie Thérapie adjuvante: Radiothérapie chimiothérapie: CHIMOTHERAPY INTERVENTION 1: ARM A: NAB PACLITAXEL + GEMCITABINE Les participants ont reçu l'administration NAB PACLITAXEL 125 mg / m ^ 2 aux jours 1 et 8 par l'administration intraveineuse (IV) (IV) a suivi (IV) (IV) a suivi (IV) par voie intravepar gemcitabine 1000 mg / m ^ 2 les jours 1 et 8 par administration IV de chaque cycle de traitement de 21 jours.Les participants ont poursuivi le traitement jusqu'à la toxicité inacceptable de la maladie progressive (PD) nécessitaient une radiothérapie palliative ou une intervention chirurgicale du retrait des lésions du traitement du traitement de l'étude du refus des participants au consentement ou de l'investigateur a estimé qu'il n'était plus dans le meilleur intérêt du participant pour continuerIntervention du traitement 2: ARM B: Paclitaxel NAB + Les participants à la carboplatine ont reçu le paclitaxel NAB 125 mg / m ^ 2 les jours 1 et 8 par administration IV suivi d'une zone de carboplatine sous la courbe 2 (AUC 2) les jours 1 et 8 dans chaque 21 jourscycle de traitement.Les participants ont poursuivi le traitement jusqu'à la toxicité inacceptable de la maladie progressive (PD) nécessitaient une radiothérapie palliative ou une intervention chirurgicale du retrait des lésions du traitement du traitement de l'étude du refus des participants au consentement ou de l'investigateur a estimé qu'il n'était plus dans le meilleur intérêt du participant pour continuertraitement.
d2d6f646-5881-42a2-b965-0c6f79e89463,1,"Les candidats à l'essai principal doivent avoir une analyse de densité osseuse 1 mois avant l'entrée de l'étude, si les résultats de cela sont plus de 2 écarts-types en dessous de la normale, le médecin de l'étude peut toujours décider de les laisser participer.",Caractéristiques de la maladie: À un risque accru de développement ou de récidive d'un cancer du sein défini comme un œstradiol niveau 9 PG / ml Aucune preuve d'une maladie suspecte ou maligne basée sur les examens suivants: examen bilatéral clinique au cours des 6 derniers mois Mammogramme bilatéral * dans les 3 ansmois avant la randomisation ou dans les 30 jours suivant la normalisation de l'examen pelvien normal au cours des 5 dernières années examen physique général au cours des 6 derniers mois Remarque: * Mammographie unilatérale du sein non impliqué pour les patientes atteintes d'un cancer du sein invasif antérieur ou d'un carcinome canalaire in situ (DCIS)Analyse de densité dans 2 écarts-types par rapport à la normale au cours des 30 derniers jours Scan de densité osseuse 2 écarts-types en dessous de la normale autorisés s'ils sont approuvés par le médecin de l'étude au moins 1 sein qui n'a pas été traité auparavant par radiothérapie ou chirurgie (pour les patientes atteintes d'un cancer du sein invasif antérieurou DCIS) Statut des récepteurs hormonaux: non spécifiée des caractéristiques du patient: 35 ans et plusLe statut des ovaires est inconnu et le niveau d'hormones stimulant des follicules (FSH) est dans l'état de performance de la plage postménopausique ne doit pas être restreint pour une partie significative de l'espérance de vie jour au moins 10 ansLa neutropénie autorisée à condition que le nombre de granulocytes soit de 1 500 / mm ^ 3 bilirubine hépatique normale phosphatase phosphatase normale SGOT et SGPT Normal créatinine cardiovasculaire normale non contrôlée de maladie cardiovasculaire non enceinte non enceinteou carcinome in situ of le col de l'utérus sans ostéoporose pas d'hyperlipidémie Aucun état de santé mentale ne résultant en une déficience cognitive ou émotionnelle qui empêcherait la participation de l'étude à la thérapie concomitante: thérapie biologique non spécifiée de chimiothérapie non spécifiéeAgents hormonaux: Thérapie de remplacement des œstrogènes ou de la progestérone Contraceptifs oraux Raloxifène ou d'autres modulateurs de récepteurs d'oestrogène plasma (SERM) androgènes (par ex.DCIS) Pas de compléments alimentaires phytoestrogènes simultanés (par exemple le ginseng de soja ou d'autres produits naturels) Le soja alimentaire a permis une radiothérapie voir les caractéristiques de la maladie Chirurgie Voir les caractéristiques de la maladie Pas de mastectomie bilatérale antérieure Autre plus de 60 jours depuis le traitement antérieur pour un cancer du sein invasif ou un DCIS plus que 30 jours depuis plus de 30 jours depuis plus de 30 jours depuis plus de 30 jourset calcium pour augmenter la densité minérale osseuse autorisée
0e8d1b4f-d6f6-455a-a7e3-07f67a8fbcc8,0,"Si Hannah a pris du kétoconazole pour traiter le pied de l'athlète depuis 6 semaines, jusqu'à aujourd'hui, elle sera admissible à l'essai principal mardi prochain.","Critères d'inclusion: HER2 a confirmé HER2 surexprimant (IHC 3+ et / ou FISH +) un cancer du sein métastatique atteint d'une maladie mesurable.Les patients atteints de tumeurs HER2 3+ positives par immunohistochimie (Dako Herceptest) ou amplification génétique (2 copies) par hybridation de fluorescence in situ (poisson) sont éligibles.Progression après au moins 8 semaines de doses standard d'Herceptin ou un régime contenant de l'herceptine.Herceptin pendant au moins 2 semaines.Les patients doivent avoir une maladie mesurable telle que définie par les directives RECIST (la lésion qui sera biopsiée sur l'étude ne peut pas être la seule lésion mesurable).Espérance de vie 3 mois âgés 18 ans ECOG Performance Statut 2 Fonction de moelle osseuse adéquate comme indiqué par les éléments suivants: ANC 1500 / L Platelelets 100 000 / L Hémoglobine 9 g / dL fonction hépatique adéquate comme indiqué par la bilirubine 1,5 x uln ast ou alt 2x uln.Fonction rénale adéquate comme indiqué par la Créatinine 1,5 x Limite supérieure de la capacité normale (ULN) à comprendre et la volonté de signer un consentement éclairé écrit.Contrôle des naissances adéquate: les femmes de potentiel de portage doivent accepter d'utiliser une contraception adéquate (méthode hormonale ou barrière d'abstinence du contrôle des naissanceau début du traitement sur cet essai.Les patients enceintes et infirmiers sont exclus car les effets de la combinaison de la rapamycine sur un fœtus ou un enfant infirmier sont inconnus.Si une femme tombe enceinte ou soupçonne qu'elle est enceinte lors de sa participation à cette étude, elle devrait l'informer immédiatement de son médecin.Cholestérol sérique à jeun 350 mg / j L et triglycérides 400 mg / j L. Une biopsie est nécessaire, mais les patients ou les médecins peuvent se retirer de cette partie de l'essai si une justification suffisante est fournie.Une justification doit être fournie au PI par écrit indiquant un risque physique excessif ou un traumatisme psychologique si une biopsie est entreprise.Critères d'exclusion: infection active ou traitement pour les infections systémiques dans les 14 jours suivant l'inscription des patients atteints de métastases cérébrales actives nécessitant un traitement inclusif, mais sans s'y limiterde progression sur une IRM post-traitement peut être envisagée pour l'étude).Les femmes enceintes ou allaitantes ont antérieures à la chimiothérapie au cours des 4 dernières semaines (6 dernières semaines pour la radiothérapie nitrosorée / mitomycine) au cours des 4 dernières semaines de radiothérapie antérieure à la lésion de l'indicateur (à moins que la récidive ou la progression de la maladie objective dans le portail de radiation ait été documentée depuis l'achèvementde rayonnement).Thérapie antérieure avec des analogues de rapamycine rapamycine ou des agents expérimentaux ciblant le mTOR.Ménologies concomitantes ou tumeurs malignes antérieures au cours des 5 dernières années, à l'exception d'un carcinome basal ou épidermoïde traité de manière adéquate de la peau ou du carcinome in situ du col de l'utérus.Fraction d'éjection de 50% ou inférieure à la limite inférieure de la plage normale institutionnelle, selon la moindre hypersensibilité aux médicaments d'essai, les patients peuvent ne pas recevoir d'autres agents d'enquête dans les 30 jours avant l'inscription.Maladie intercurrente incontrôlée, y compris, mais sans s'y limiter, l'insuffisance cardiaque congestive symptomatique en cours ou active arythmie cardiaque ou les situations sociales psychiatriques ou les situations sociales qui limiteraient le respect des exigences de l'étude.Les femmes enceintes sont exclues de cette étude car les agents d'enquête peuvent avoir le potentiel d'effets tératogènes ou abortif.Parce qu'il existe un risque inconnu mais potentiel d'événements indésirables chez les nourrissons infirmiers secondaires au traitement de la mère avec ces agents allaités devrait être interrompu si la mère est traitée.Les patients séropositifs sont inéligibles car ces patients présentent un risque accru d'infections létales lorsqu'ils sont traités avec un traitement suppressif de moelle et l'interaction pharmacocinétique potentielle entre le traitement antirétroviral et les agents étudiants.Utilisation de tous les médicaments à base de plantes et alternatifs dans les 4 semaines.Tous les médicaments à base de plantes et alternatifs doivent être interrompus pendant que lors de l'étude, celles-ci, mais sans s'y limiter,: Hydratis canadensis (Goldenseal) Uncaria tomentosa (Cat S Claw) Echinacea angustifolia Racines Trifolium Pratense (cerise sauvage) Matricaria Chamomila (Chamomille) Glycyrrhiza Glabra (Licorice) Dillapiolnaringenim.Utilisation de l'un de ces médicaments dans les 4 semaines de cyclosporine diltiazen kétoconazole rifampin fluconazole delavirdine nicardipine pioglitazone et sulfonamides érythromycine clarrithromycine itraconazole érythromycine metoclopramide nevirapine phéno-phénytoine phénythtomtoravir fosampadonavir phénosonavir phényto-phényto-phényto-phényto-phényto-phényto-phényto-phényto-phényto-phénytoravir fosampaviraviravir.La consommation de jus de pamplemousse est interdite pendant l'étude.Utilisation d'agents immunosuppresseurs de la warfarine (Coumadin) ou de stéroïdes oraux chroniques par voie intraveineuse ou topique"
4e124d90-68d7-40bd-a8b1-27cb49d64c64,0,"Les patients d'essai primaires reçoivent du trametinib, l'inhibiteur AKT GSK2141795 PO QD aux jours 1-28, jusqu'à un maximum de 8 cycles.",Intervention 1: Participants de l'étude Il n'y a pas d'armes ou de sous-groupes dans cette étude.
694c5820-ebb6-4271-8685-a0b51c637f7f,1,Il n'y a pas de différence significative dans les proportions de sujets ayant un bénéfice clinique dans la cohorte exemplaire + célécoxib et dans la cohorte exemplaire de l'essai principal.,Mesure des résultats: le nombre de sujets ayant un bénéfice clinique clinique était basé sur des évaluations tumorales objectives effectuées selon le système de critères d'évaluation de la réponse (RECIST) d'évaluation unidimensionnelle.Comprend les sujets avec une réponse complète (CR) Réponse partielle (PR) et la stabilisation des maladies à long terme (ET) pendant au moins 24 semaines.CHEMINE: Semaine de base 8 16 24 et toutes les 12 semaines au-delà de 24 à la semaine 108 et toutes les 24 semaines par la suite jusqu'à 9 mois après le dernier sujet de la dernière visite (LSLV) Résultats 1: ARM / Groupe Titre: Exémestane (Exémestane seul) ARM / GROUPEDescription: Dose orale Exémestane prise avec de la nourriture (25 mg comprimé une fois par jour) Nombre global de participants analysés: 49 Type de mesure: Nombre Unité de mesure: Participants 24 Résultats 2: ARM / groupe Titre: combinaison (exemplaire + Celecoxib) ARM / groupe Description: Doses orales à prendre avec de la nourriture (25 mg de comprimé exemplaire une fois par jour célécoxib 2 x 200 mg comprimés deux fois par jour) Nombre global de participants analysés: 51 Type de mesure: Nombre Unité de mesure: Participants 24
c91c7dc1-17b7-4475-9aec-38999a18a306,0,Il y avait plusieurs patients qui ont contracté une pneumonie dans l'essai primaire.,"Événements indésirables 1: Total: 20/52 (38,46%) Aplasia de moelle osseuse fébrile * 5/52 (9,62%) Neucpenia fébrile * 6/52 (11,54%) Leucopenia * 6/52 (11,54%) Tachycardia auriculaire * 1/52(1,92%) Vomissements * 1/52 (1,92%) Perte dentaire * 1/52 (1,92%) Hyperthermie * 1/52 (1,92%) malaise * 1/52 (1,92%) pyrexie * 1/52 (1,92%)Guérison altérée * 3/52 (5,77%) Inflammation * 1/52 (1,92%)"
f24afb09-ea65-457f-9f9b-0db3cc3101ac,0,Deux douzaines les principaux participants à l'essai sont classés comme ayant une réponse pathologique complète (PCR) dans le sein et les nœuds.,"Mesure des résultats: le nombre de participants avec une réponse pathologique complète (PCR) dans le sein et les nœuds PCR n'a été défini comme aucune preuve histologique de cellules tumorales invasives dans les nœuds axillaires ou le nœud sentinelle chirurgical de l'échantillon de sein.Calendrier: Dès le début de l'étude jusqu'au moment de la chirurgie (moyenne de 221,9 jours d'écart type de 23,65 jours après l'entrée de l'étude) Résultats 1: Titre du bras / groupe: AC suivi du paclitaxel hebdomadaire et du bras pazopanib concurrent / groupe Description: Participantsont été traités avec une doxorubicine intraveineuse (iv) (60 milligrammes par mètres mg / m ^ 2) et du cyclophosphamide (AC) (600 mg / m ^ 2) tous les 21 jours pendant 4 cycles.Cela a été suivi par le paclitaxel hebdomadaire (WP) 80 mg / m ^ 2 iv les jours 1 8 et 15 tous les 28 jours pendant 4 cycles donnés simultanément avec le pazopanib oral 800 mg (2 comprimés pris en même temps chaque jour 1 heure avant ou2 heures après un repas) pris quotidiennement et se poursuivant jusqu'à 7 jours avant la chirurgie.Le pazopanib a repris à la même dose orale 4 6 semaines après la chirurgie et a été poursuivi quotidiennement pendant 6 mois.Nombre global de participants analysés: 93 Type de mesure: Nombre Unité de mesure: participants 16"
5c9f5916-37d3-4f6f-977b-be70204cf57c,0,Tous les principaux participants à l'essai ont le même nombre de calories dans leur alimentation pendant toute la durée de l'étude.,Intervention 1: Intervention alimentaire comportementale commençant 2 4 semaines après la fin des patients atteints de la lumpectomie reçoit des journaux alimentaires à compléter pendant 7 10 jours.Les conseillers diététiques donnent ensuite aux patients des directives pour les modifications alimentaires pour réduire l'apport calorique de 25% de leur alimentation normale.Les patients suivent un régime calorique restreint pendant 10 semaines (2 semaines avant la radiothérapie pendant 6 semaines de radiothérapie et au moins 2 semaines après la radiothérapie).Les patients subissent une radiothérapie QD 5 jours par semaine pendant 6 semaines.Intervention diététique comportementale: recevoir une intervention alimentaire restreinte calorique chirurgie conventionnelle thérapeutique: subir une lumothérapie définitive radiothérapie: subir une radiothérapie Intervention: recevoir des conseils alimentaires la qualité de vie de la qualité de vie: études auxiliaires
428d5165-560b-4783-8c4b-5fd3a3289cab,1,Il n'y avait aucun patient dans l'une ou l'autre cohorte de l'essai principal avec une PFS dépassant un an.,"Mesure des résultats: PFS de survie sans progression (PFS) a été évaluée par l'investigateur sur la base des critères de l'Organisation mondiale de la santé (OMS) utilisant des évaluations de tumeurs radiographiques.La progression de la maladie a été définie comme l'apparition d'une nouvelle lésion non identifiée auparavant ou d'une augmentation estimée de 25% ou plus dans des lésions bidimensionnellement ou unidimensionnelles ou de progression d'une lésion non mesurable existante.Pour les lésions malignes mesurables bidimensionnellement mesurables avec une superficie d'au moins 2,0 centimètres au carré (cm ^ 2), une augmentation de 1,0 cm ^ 2 était nécessaire et pour les lésions mesurables unidimensionnellement de 1,0 cm ou moins, une augmentation de 0,5 cm était nécessaire.La PFS a été définie comme le nombre de jours entre la date de randomisation et la date de progression documentée de la maladie ou la date de décès.Les estimations de Kaplan Meier de la PFS sont présentées.Camais: 24 mois Fin d'étude (jusqu'à 5 ans) Résultats 1: ARM / Groupe Titre: Trastuzumab + Antrozole ARM / Groupe Description: Trastuzumab 4 mg / kg de chargement de chargement intraveineux (IV) sur 90 minutes suivis de doses hebdomadaires de 2Mg / kg IV sur 30 minutes plus 1 mg de dose orale d'anastrozole chaque jour pendant 24 mois dans la phase principale et en phase d'extension.Nombre global de participants analysés: 103 médian (intervalle de confiance à 95%) Unité de mesure: mois 24 mois: 4,8 (3,7 à 7) Fin de l'étude: 5,8 (4,6 à 8,3) Résultats 2: ARM / Groupe Titre: Anastrozole ARM / GROUPEDescription: 1 mg de dose orale d'Anastrozole tous les jours pendant 24 mois dans la phase principale.Dans la phase d'extension, les participants pourraient traverser pour recevoir également le trastuzumab 4 mg / kg de dose de charge initiale intraveineuse (IV) sur 90 minutes suivies de doses hebdomadaires de 2 mg / kg IV en 30 minutes.Nombre global de participants analysés: 104 Unité de mesure médiane (intervalle de confiance à 95%): mois 24 mois: 2,4 (2 à 4,6) Fin de l'étude: 2,9 (2,1 à 4,5)"
441c0760-ca4a-4f1d-864e-a77395fd1f18,0,Le groupe lapatinib de l'essai primaire a connu une variation de pourcentage plus faible par rapport à la ligne de base dans le n-télopeptide urinaire du collagène de type I que le groupe Odanacatib 5 mg,Mesure des résultats: Changement en pourcentage par rapport à la ligne de base dans le télopeptide N urinaire du collagène de type I (U NTX) à la semaine 4 U NTX est un indice biochimique de la résorption osseuse.Les participants ont fourni des échantillons d'urine le jour 1 (ligne de base) et à la semaine 4 pour la mesure de u ntx.Camourage: Résultats de la ligne de base et de la semaine 4: Titre du bras / groupe: Perfusion IV unique de ZA 4 mg ARM / Groupe Description: Les participants ont reçu une seule perfusion IV de ZA 4 mg au début du traitement et un comprimé placebo correspondant à l'Odanacatib une fois quotidienpendant 4 semaines.Nombre global de participants analysés: 14 Moyenne (intervalle de confiance à 95%) Unité de mesure: Changement en pourcentage 73 (80 à 62) Résultats 2: Titre du bras / groupe: Une fois quotidien Odanacatib 5 mg ARM / groupe Description: Les participants ont reçu un odanacatib une fois quotidien5 mg de comprimé pendant 4 semaines et une seule perfusion IV de placebo correspondant au ZA au début du traitement.Nombre global de participants analysés: 27 Unité de mesure moyenne (intervalle de confiance à 95%): Changement en pourcentage 77 (82 à 71)
